QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,PRODUCTLINE,CUSTOMERNAME,COUNTRY
33,88.71,4,2927.43,09/01/2004,Shipped,1,Ships,"Men 'R' US Retailers, Ltd.",USA
20,100.0,5,2000.0,09/01/2004,Shipped,1,Vintage Cars,"Men 'R' US Retailers, Ltd.",USA
28,100.0,6,2800.0,09/01/2004,Shipped,1,Ships,"Men 'R' US Retailers, Ltd.",USA
22,89.73,7,1974.06,09/01/2004,Shipped,1,Vintage Cars,"Men 'R' US Retailers, Ltd.",USA
39,100.0,8,3900.0,09/01/2004,Shipped,1,Classic Cars,"Men 'R' US Retailers, Ltd.",USA
34,100.0,1,3400.0,12/01/2004,Shipped,1,Motorcycles,Osaka Souveniers Co.,Japan
23,100.0,2,2300.0,12/01/2004,Shipped,1,Motorcycles,Osaka Souveniers Co.,Japan
40,49.67,3,1986.8,12/01/2004,Shipped,1,Motorcycles,Osaka Souveniers Co.,Japan
30,61.7,4,1851.0,12/01/2004,Shipped,1,Motorcycles,Osaka Souveniers Co.,Japan
46,79.91,5,3675.86,12/01/2004,Shipped,1,Motorcycles,Osaka Souveniers Co.,Japan
25,100.0,6,2500.0,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
50,76.88,7,3844.0,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
40,71.0,8,2840.0,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
27,98.48,9,2658.96,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
39,59.16,10,2307.24,12/01/2004,Shipped,1,Vintage Cars,Osaka Souveniers Co.,Japan
43,41.02,11,1763.86,12/01/2004,Shipped,1,Vintage Cars,Osaka Souveniers Co.,Japan
21,78.55,12,1649.55,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
31,86.4,13,2678.4,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
26,99.72,14,2592.72,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
42,70.33,15,2953.86,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
29,69.6,16,2018.4,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
31,100.0,17,3100.0,12/01/2004,Shipped,1,Planes,Osaka Souveniers Co.,Japan
48,48.98,1,2351.04,15/01/2004,Shipped,1,Classic Cars,Auto Canal Petit,France
41,100.0,2,4100.0,15/01/2004,Shipped,1,Classic Cars,Auto Canal Petit,France
28,92.57,3,2591.96,15/01/2004,Shipped,1,Classic Cars,Auto Canal Petit,France
28,100.0,4,2800.0,15/01/2004,Shipped,1,Classic Cars,Auto Canal Petit,France
35,78.0,5,2730.0,15/01/2004,Shipped,1,Classic Cars,Auto Canal Petit,France
22,92.16,6,2027.52,15/01/2004,Shipped,1,Classic Cars,Auto Canal Petit,France
41,100.0,7,4100.0,15/01/2004,Shipped,1,Classic Cars,Auto Canal Petit,France
46,54.09,8,2488.14,15/01/2004,Shipped,1,Motorcycles,Auto Canal Petit,France
41,42.24,9,1731.84,15/01/2004,Shipped,1,Motorcycles,Auto Canal Petit,France
40,80.55,10,3222.0,15/01/2004,Shipped,1,Motorcycles,Auto Canal Petit,France
21,63.72,11,1338.12,15/01/2004,Shipped,1,Motorcycles,Auto Canal Petit,France
37,100.0,12,3700.0,15/01/2004,Shipped,1,Motorcycles,Auto Canal Petit,France
36,100.0,13,3600.0,15/01/2004,Shipped,1,Motorcycles,Auto Canal Petit,France
41,100.0,14,4100.0,15/01/2004,Shipped,1,Motorcycles,Auto Canal Petit,France
25,90.16,15,2254.0,15/01/2004,Shipped,1,Motorcycles,Auto Canal Petit,France
45,88.14,1,3966.3,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
27,79.62,2,2149.74,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
41,82.31,3,3374.71,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
46,87.81,4,4039.26,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
45,53.33,5,2399.85,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
38,100.0,6,3800.0,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
40,100.0,7,4000.0,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
45,100.0,8,4500.0,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
41,100.0,9,4100.0,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
29,100.0,10,2900.0,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
40,100.0,11,4000.0,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
34,43.42,12,1476.28,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
49,100.0,13,4900.0,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
20,66.99,14,1339.8,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
33,100.0,15,3300.0,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
39,100.0,16,3900.0,16/01/2004,Shipped,1,Classic Cars,Euro Shopping Channel,Spain
38,94.79,1,3602.02,22/01/2004,Shipped,1,Vintage Cars,"Double Decker Gift Stores, Ltd",UK
25,83.39,2,2084.75,22/01/2004,Shipped,1,Classic Cars,"Double Decker Gift Stores, Ltd",UK
27,100.0,3,2700.0,22/01/2004,Shipped,1,Classic Cars,"Double Decker Gift Stores, Ltd",UK
50,100.0,1,5000.0,26/01/2004,Shipped,1,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain
49,47.94,2,2349.06,26/01/2004,Shipped,1,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain
20,34.19,3,683.8,26/01/2004,Shipped,1,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain
27,100.0,4,2700.0,26/01/2004,Shipped,1,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain
44,34.88,5,1534.72,26/01/2004,Shipped,1,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain
21,62.96,6,1322.16,26/01/2004,Shipped,1,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain
30,100.0,7,3000.0,26/01/2004,Shipped,1,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain
46,45.28,1,2082.88,29/01/2004,Shipped,1,Vintage Cars,West Coast Collectables Co.,USA
46,100.0,2,4600.0,29/01/2004,Shipped,1,Trucks and Buses,West Coast Collectables Co.,USA
35,100.0,3,3500.0,29/01/2004,Shipped,1,Classic Cars,West Coast Collectables Co.,USA
49,100.0,4,4900.0,29/01/2004,Shipped,1,Vintage Cars,West Coast Collectables Co.,USA
49,100.0,5,4900.0,29/01/2004,Shipped,1,Vintage Cars,West Coast Collectables Co.,USA
31,58.71,6,1820.01,29/01/2004,Shipped,1,Vintage Cars,West Coast Collectables Co.,USA
39,90.57,7,3532.23,29/01/2004,Shipped,1,Vintage Cars,West Coast Collectables Co.,USA
41,100.0,8,4100.0,29/01/2004,Shipped,1,Vintage Cars,West Coast Collectables Co.,USA
33,43.13,9,1423.29,29/01/2004,Shipped,1,Vintage Cars,West Coast Collectables Co.,USA
27,89.38,10,2413.26,29/01/2004,Shipped,1,Vintage Cars,West Coast Collectables Co.,USA
43,100.0,1,4300.0,02/02/2004,Shipped,1,Trucks and Buses,Auto Assoc. & Cie.,France
28,100.0,1,2800.0,04/02/2004,Shipped,1,Trucks and Buses,Handji Gifts& Co,Singapore
35,61.38,2,2148.3,04/02/2004,Shipped,1,Trucks and Buses,Handji Gifts& Co,Singapore
21,100.0,3,2100.0,04/02/2004,Shipped,1,Trucks and Buses,Handji Gifts& Co,Singapore
48,100.0,4,4800.0,04/02/2004,Shipped,1,Classic Cars,Handji Gifts& Co,Singapore
38,100.0,5,3800.0,04/02/2004,Shipped,1,Trucks and Buses,Handji Gifts& Co,Singapore
31,88.0,6,2728.0,04/02/2004,Shipped,1,Classic Cars,Handji Gifts& Co,Singapore
39,62.05,7,2419.95,04/02/2004,Shipped,1,Trucks and Buses,Handji Gifts& Co,Singapore
43,100.0,1,4300.0,10/02/2004,Shipped,1,Classic Cars,Signal Collectibles Ltd.,USA
48,100.0,2,4800.0,10/02/2004,Shipped,1,Trucks and Buses,Signal Collectibles Ltd.,USA
21,40.31,3,846.51,10/02/2004,Shipped,1,Classic Cars,Signal Collectibles Ltd.,USA
35,55.19,4,1931.65,10/02/2004,Shipped,1,Trucks and Buses,Signal Collectibles Ltd.,USA
27,100.0,1,2700.0,12/02/2004,Shipped,1,Classic Cars,"Clover Collections, Co.",Ireland
32,100.0,2,3200.0,12/02/2004,Shipped,1,Classic Cars,"Clover Collections, Co.",Ireland
30,100.0,3,3000.0,12/02/2004,Shipped,1,Classic Cars,"Clover Collections, Co.",Ireland
30,68.54,4,2056.2,12/02/2004,Shipped,1,Trains,"Clover Collections, Co.",Ireland
50,100.0,5,5000.0,12/02/2004,Shipped,1,Classic Cars,"Clover Collections, Co.",Ireland
20,52.82,6,1056.4,12/02/2004,Shipped,1,Trains,"Clover Collections, Co.",Ireland
37,100.0,7,3700.0,12/02/2004,Shipped,1,Classic Cars,"Clover Collections, Co.",Ireland
26,56.07,8,1457.82,12/02/2004,Shipped,1,Classic Cars,"Clover Collections, Co.",Ireland
37,100.0,9,3700.0,12/02/2004,Shipped,1,Trucks and Buses,"Clover Collections, Co.",Ireland
49,100.0,1,4900.0,18/02/2004,Shipped,1,Ships,Petit Auto,Belgium
39,89.53,2,3491.67,18/02/2004,Shipped,1,Vintage Cars,Petit Auto,Belgium
33,100.0,3,3300.0,18/02/2004,Shipped,1,Vintage Cars,Petit Auto,Belgium
23,97.0,4,2231.0,18/02/2004,Shipped,1,Ships,Petit Auto,Belgium
23,80.67,5,1855.41,18/02/2004,Shipped,1,Trains,Petit Auto,Belgium
37,87.75,1,3246.75,19/02/2004,Shipped,1,Planes,Collectable Mini Designs Co.,USA
43,74.03,2,3183.29,19/02/2004,Shipped,1,Planes,Collectable Mini Designs Co.,USA
48,56.64,3,2718.72,19/02/2004,Shipped,1,Planes,Collectable Mini Designs Co.,USA
49,100.0,4,4900.0,19/02/2004,Shipped,1,Planes,Collectable Mini Designs Co.,USA
32,81.53,5,2608.96,19/02/2004,Shipped,1,Planes,Collectable Mini Designs Co.,USA
43,70.35,6,3025.05,19/02/2004,Shipped,1,Vintage Cars,Collectable Mini Designs Co.,USA
31,45.69,7,1416.39,19/02/2004,Shipped,1,Planes,Collectable Mini Designs Co.,USA
26,100.0,8,2600.0,19/02/2004,Shipped,1,Ships,Collectable Mini Designs Co.,USA
45,85.75,9,3858.75,19/02/2004,Shipped,1,Vintage Cars,Collectable Mini Designs Co.,USA
49,94.62,10,4636.38,19/02/2004,Shipped,1,Ships,Collectable Mini Designs Co.,USA
46,80.51,11,3703.46,19/02/2004,Shipped,1,Vintage Cars,Collectable Mini Designs Co.,USA
49,100.0,12,4900.0,19/02/2004,Shipped,1,Classic Cars,Collectable Mini Designs Co.,USA
36,80.95,13,2914.2,19/02/2004,Shipped,1,Ships,Collectable Mini Designs Co.,USA
47,70.81,14,3328.07,19/02/2004,Shipped,1,Vintage Cars,Collectable Mini Designs Co.,USA
31,62.67,15,1942.77,19/02/2004,Shipped,1,Ships,Collectable Mini Designs Co.,USA
38,100.0,16,3800.0,19/02/2004,Shipped,1,Ships,Collectable Mini Designs Co.,USA
31,95.34,17,2955.54,19/02/2004,Shipped,1,Ships,Collectable Mini Designs Co.,USA
36,63.34,18,2280.24,19/02/2004,Shipped,1,Ships,Collectable Mini Designs Co.,USA
37,100.0,1,3700.0,20/02/2004,Shipped,1,Motorcycles,"Australian Collectors, Co.",Australia
32,91.29,2,2921.28,20/02/2004,Shipped,1,Motorcycles,"Australian Collectors, Co.",Australia
49,100.0,3,4900.0,20/02/2004,Shipped,1,Motorcycles,"Australian Collectors, Co.",Australia
47,100.0,4,4700.0,20/02/2004,Shipped,1,Motorcycles,"Australian Collectors, Co.",Australia
28,60.57,5,1695.96,20/02/2004,Shipped,1,Motorcycles,"Australian Collectors, Co.",Australia
38,69.31,6,2633.78,20/02/2004,Shipped,1,Motorcycles,"Australian Collectors, Co.",Australia
21,100.0,7,2100.0,20/02/2004,Shipped,1,Motorcycles,"Australian Collectors, Co.",Australia
29,100.0,8,2900.0,20/02/2004,Shipped,1,Planes,"Australian Collectors, Co.",Australia
47,100.0,9,4700.0,20/02/2004,Shipped,1,Planes,"Australian Collectors, Co.",Australia
23,74.62,10,1716.26,20/02/2004,Shipped,1,Planes,"Australian Collectors, Co.",Australia
34,100.0,11,3400.0,20/02/2004,Shipped,1,Planes,"Australian Collectors, Co.",Australia
20,66.04,12,1320.8,20/02/2004,Shipped,1,Vintage Cars,"Australian Collectors, Co.",Australia
41,46.26,13,1896.66,20/02/2004,Shipped,1,Vintage Cars,"Australian Collectors, Co.",Australia
25,100.0,14,2500.0,20/02/2004,Shipped,1,Planes,"Australian Collectors, Co.",Australia
26,67.2,15,1747.2,20/02/2004,Shipped,1,Planes,"Australian Collectors, Co.",Australia
38,58.44,1,2220.72,21/02/2004,Shipped,1,Motorcycles,Daedalus Designs Imports,France
43,39.43,2,1695.49,21/02/2004,Shipped,1,Motorcycles,Daedalus Designs Imports,France
50,77.29,3,3864.5,21/02/2004,Shipped,1,Motorcycles,Daedalus Designs Imports,France
37,80.34,4,2972.58,21/02/2004,Shipped,1,Motorcycles,Daedalus Designs Imports,France
30,100.0,5,3000.0,21/02/2004,Shipped,1,Motorcycles,Daedalus Designs Imports,France
43,100.0,6,4300.0,21/02/2004,Shipped,1,Motorcycles,Daedalus Designs Imports,France
32,100.0,1,3200.0,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
43,100.0,2,4300.0,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
42,36.63,3,1538.46,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
40,100.0,4,4000.0,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
47,64.68,5,3039.96,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
21,100.0,6,2100.0,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
25,99.82,7,2495.5,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
24,50.21,8,1205.04,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
27,100.0,9,2700.0,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
37,77.41,10,2864.17,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
27,100.0,11,2700.0,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
37,95.69,12,3540.53,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
46,70.33,13,3235.18,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
35,100.0,14,3500.0,22/02/2004,Shipped,1,Classic Cars,"Vida Sport, Ltd",Switzerland
21,60.26,1,1265.46,26/02/2004,Shipped,1,Classic Cars,Collectable Mini Designs Co.,USA
48,92.09,2,4420.32,26/02/2004,Shipped,1,Classic Cars,Collectable Mini Designs Co.,USA
36,43.27,3,1557.72,26/02/2004,Shipped,1,Classic Cars,Collectable Mini Designs Co.,USA
38,100.0,4,3800.0,26/02/2004,Shipped,1,Classic Cars,Collectable Mini Designs Co.,USA
24,100.0,5,2400.0,26/02/2004,Shipped,1,Classic Cars,Collectable Mini Designs Co.,USA
46,100.0,6,4600.0,26/02/2004,Shipped,1,Classic Cars,Collectable Mini Designs Co.,USA
24,100.0,7,2400.0,26/02/2004,Shipped,1,Classic Cars,Collectable Mini Designs Co.,USA
33,100.0,1,3300.0,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
31,48.52,2,1504.12,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
25,100.0,3,2500.0,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
29,100.0,4,2900.0,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
24,48.38,5,1161.12,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
42,29.21,6,1226.82,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
46,100.0,7,4600.0,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
27,43.9,8,1185.3,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
28,50.85,9,1423.8,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
26,100.0,10,2600.0,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
34,100.0,11,3400.0,02/03/2004,Shipped,1,Vintage Cars,"Saveley & Henriot, Co.",France
37,57.73,12,2136.01,02/03/2004,Shipped,1,Classic Cars,"Saveley & Henriot, Co.",France
33,100.0,13,3300.0,02/03/2004,Shipped,1,Classic Cars,"Saveley & Henriot, Co.",France
47,88.14,14,4142.58,02/03/2004,Shipped,1,Classic Cars,"Saveley & Henriot, Co.",France
40,79.62,15,3184.8,02/03/2004,Shipped,1,Classic Cars,"Saveley & Henriot, Co.",France
32,100.0,1,3200.0,10/03/2004,Shipped,1,Trucks and Buses,Cambridge Collectables Co.,USA
29,100.0,2,2900.0,10/03/2004,Shipped,1,Classic Cars,Cambridge Collectables Co.,USA
24,100.0,3,2400.0,10/03/2004,Shipped,1,Vintage Cars,Cambridge Collectables Co.,USA
31,100.0,4,3100.0,10/03/2004,Shipped,1,Vintage Cars,Cambridge Collectables Co.,USA
45,63.71,5,2866.95,10/03/2004,Shipped,1,Vintage Cars,Cambridge Collectables Co.,USA
33,100.0,6,3300.0,10/03/2004,Shipped,1,Vintage Cars,Cambridge Collectables Co.,USA
36,100.0,1,3600.0,11/03/2004,Shipped,1,Trucks and Buses,Mini Gifts Distributors Ltd.,USA
33,32.88,2,1085.04,11/03/2004,Shipped,1,Classic Cars,Mini Gifts Distributors Ltd.,USA
23,54.11,3,1244.53,11/03/2004,Shipped,1,Trucks and Buses,Mini Gifts Distributors Ltd.,USA
26,100.0,4,2600.0,11/03/2004,Shipped,1,Trucks and Buses,Mini Gifts Distributors Ltd.,USA
22,100.0,5,2200.0,11/03/2004,Shipped,1,Classic Cars,Mini Gifts Distributors Ltd.,USA
48,100.0,6,4800.0,11/03/2004,Shipped,1,Trucks and Buses,Mini Gifts Distributors Ltd.,USA
28,59.55,7,1667.4,11/03/2004,Shipped,1,Trucks and Buses,Mini Gifts Distributors Ltd.,USA
25,100.0,8,2500.0,11/03/2004,Shipped,1,Trucks and Buses,Mini Gifts Distributors Ltd.,USA
50,100.0,9,5000.0,11/03/2004,Shipped,1,Classic Cars,Mini Gifts Distributors Ltd.,USA
41,100.0,10,4100.0,11/03/2004,Shipped,1,Trucks and Buses,Mini Gifts Distributors Ltd.,USA
50,100.0,11,5000.0,11/03/2004,Shipped,1,Classic Cars,Mini Gifts Distributors Ltd.,USA
30,73.04,12,2191.2,11/03/2004,Shipped,1,Trucks and Buses,Mini Gifts Distributors Ltd.,USA
25,100.0,13,2500.0,11/03/2004,Shipped,1,Trucks and Buses,Mini Gifts Distributors Ltd.,USA
39,40.25,14,1569.75,11/03/2004,Shipped,1,Vintage Cars,Mini Gifts Distributors Ltd.,USA
43,100.0,1,4300.0,15/03/2004,Shipped,1,Classic Cars,"Blauer See Auto, Co.",Germany
43,52.14,2,2242.02,15/03/2004,Shipped,1,Trains,"Blauer See Auto, Co.",Germany
42,100.0,3,4200.0,15/03/2004,Shipped,1,Classic Cars,"Blauer See Auto, Co.",Germany
46,60.9,4,2801.4,15/03/2004,Shipped,1,Trains,"Blauer See Auto, Co.",Germany
45,100.0,5,4500.0,15/03/2004,Shipped,1,Classic Cars,"Blauer See Auto, Co.",Germany
36,54.33,6,1955.88,15/03/2004,Shipped,1,Classic Cars,"Blauer See Auto, Co.",Germany
34,100.0,7,3400.0,15/03/2004,Shipped,1,Trucks and Buses,"Blauer See Auto, Co.",Germany
49,100.0,8,4900.0,15/03/2004,Shipped,1,Classic Cars,"Blauer See Auto, Co.",Germany
49,100.0,1,4900.0,19/03/2004,Shipped,1,Classic Cars,CAF Imports,Spain
42,100.0,2,4200.0,19/03/2004,Shipped,1,Classic Cars,CAF Imports,Spain
48,96.16,1,4615.68,20/03/2004,Shipped,1,Ships,giftsbymail.co.uk,UK
35,82.43,2,2885.05,20/03/2004,Shipped,1,Ships,giftsbymail.co.uk,UK
24,49.69,3,1192.56,20/03/2004,Shipped,1,Ships,giftsbymail.co.uk,UK
46,100.0,4,4600.0,20/03/2004,Shipped,1,Ships,giftsbymail.co.uk,UK
23,89.53,5,2059.19,20/03/2004,Shipped,1,Vintage Cars,giftsbymail.co.uk,UK
22,100.0,6,2200.0,20/03/2004,Shipped,1,Vintage Cars,giftsbymail.co.uk,UK
26,88.34,7,2296.84,20/03/2004,Shipped,1,Ships,giftsbymail.co.uk,UK
48,95.8,8,4598.4,20/03/2004,Shipped,1,Trains,giftsbymail.co.uk,UK
29,82.4,1,2389.6,29/03/2004,Shipped,1,Ships,Tekni Collectables Inc.,USA
40,94.71,2,3788.4,29/03/2004,Shipped,1,Vintage Cars,Tekni Collectables Inc.,USA
36,70.67,3,2544.12,29/03/2004,Shipped,1,Ships,Tekni Collectables Inc.,USA
41,100.0,1,4100.0,02/04/2004,Shipped,2,Motorcycles,"Royal Canadian Collectables, Ltd.",Canada
25,96.11,2,2402.75,02/04/2004,Shipped,2,Planes,"Royal Canadian Collectables, Ltd.",Canada
24,76.03,3,1824.72,02/04/2004,Shipped,2,Planes,"Royal Canadian Collectables, Ltd.",Canada
40,81.14,4,3245.6,02/04/2004,Shipped,2,Planes,"Royal Canadian Collectables, Ltd.",Canada
23,96.29,5,2214.67,02/04/2004,Shipped,2,Planes,"Royal Canadian Collectables, Ltd.",Canada
34,77.73,6,2642.82,02/04/2004,Shipped,2,Vintage Cars,"Royal Canadian Collectables, Ltd.",Canada
41,35.35,7,1449.35,02/04/2004,Shipped,2,Vintage Cars,"Royal Canadian Collectables, Ltd.",Canada
25,100.0,8,2500.0,02/04/2004,Shipped,2,Planes,"Royal Canadian Collectables, Ltd.",Canada
32,92.0,9,2944.0,02/04/2004,Shipped,2,Planes,"Royal Canadian Collectables, Ltd.",Canada
38,88.75,10,3372.5,02/04/2004,Shipped,2,Planes,"Royal Canadian Collectables, Ltd.",Canada
34,72.55,11,2466.7,02/04/2004,Shipped,2,Planes,"Royal Canadian Collectables, Ltd.",Canada
33,60.05,12,1981.65,02/04/2004,Shipped,2,Planes,"Royal Canadian Collectables, Ltd.",Canada
22,100.0,1,2200.0,03/04/2004,Shipped,2,Motorcycles,Motor Mint Distributors Inc.,USA
23,55.72,2,1281.56,03/04/2004,Shipped,2,Motorcycles,Motor Mint Distributors Inc.,USA
36,87.6,3,3153.6,03/04/2004,Shipped,2,Motorcycles,Motor Mint Distributors Inc.,USA
26,52.22,1,1357.72,05/04/2004,Shipped,2,Motorcycles,Vitachrome Inc.,USA
26,40.23,2,1045.98,05/04/2004,Shipped,2,Motorcycles,Vitachrome Inc.,USA
20,68.34,3,1366.8,05/04/2004,Shipped,2,Motorcycles,Vitachrome Inc.,USA
26,79.65,4,2070.9,05/04/2004,Shipped,2,Motorcycles,Vitachrome Inc.,USA
27,100.0,5,2700.0,05/04/2004,Shipped,2,Motorcycles,Vitachrome Inc.,USA
32,100.0,6,3200.0,05/04/2004,Shipped,2,Motorcycles,Vitachrome Inc.,USA
23,100.0,7,2300.0,05/04/2004,Shipped,2,Motorcycles,Vitachrome Inc.,USA
20,100.0,8,2000.0,05/04/2004,Shipped,2,Motorcycles,Vitachrome Inc.,USA
39,100.0,9,3900.0,05/04/2004,Shipped,2,Motorcycles,Vitachrome Inc.,USA
29,100.0,1,2900.0,09/04/2004,Shipped,2,Classic Cars,Danish Wholesale Imports,Denmark
47,62.45,2,2935.15,09/04/2004,Shipped,2,Classic Cars,Danish Wholesale Imports,Denmark
28,100.0,3,2800.0,09/04/2004,Shipped,2,Classic Cars,Danish Wholesale Imports,Denmark
20,74.21,4,1484.2,09/04/2004,Shipped,2,Classic Cars,Danish Wholesale Imports,Denmark
49,100.0,5,4900.0,09/04/2004,Shipped,2,Classic Cars,Danish Wholesale Imports,Denmark
41,73.17,6,2999.97,09/04/2004,Shipped,2,Classic Cars,Danish Wholesale Imports,Denmark
22,93.77,7,2062.94,09/04/2004,Shipped,2,Classic Cars,Danish Wholesale Imports,Denmark
44,100.0,8,4400.0,09/04/2004,Shipped,2,Classic Cars,Danish Wholesale Imports,Denmark
47,100.0,1,4700.0,12/04/2004,Shipped,2,Classic Cars,"Oulu Toy Supplies, Inc.",Finland
20,44.56,2,891.2,12/04/2004,Shipped,2,Classic Cars,"Oulu Toy Supplies, Inc.",Finland
29,100.0,3,2900.0,12/04/2004,Shipped,2,Classic Cars,"Oulu Toy Supplies, Inc.",Finland
46,73.92,4,3400.32,12/04/2004,Shipped,2,Classic Cars,"Oulu Toy Supplies, Inc.",Finland
21,93.28,5,1958.88,12/04/2004,Shipped,2,Classic Cars,"Oulu Toy Supplies, Inc.",Finland
33,72.65,1,2397.45,13/04/2004,Shipped,2,Vintage Cars,Mini Caravy,France
37,100.0,1,3700.0,13/04/2004,Shipped,2,Classic Cars,Osaka Souveniers Co.,Japan
41,100.0,2,4100.0,13/04/2004,Shipped,2,Vintage Cars,Mini Caravy,France
